id,full_name,first_name,last_name,email,phone,country,city,age,gender,membership_years,login_frequency,session_duration_avg,pages_per_session,cart_abandonment_rate,wishlist_items,total_purchases,average_order_value,days_since_last_purchase,discount_usage_rate,returns_rate,email_open_rate,customer_service_calls,product_reviews_written,social_media_engagement_score,mobile_app_usage,payment_method_diversity,lifetime_value,credit_balance,churned,signup_quarter
4609,Mr. Larry Whitaker,David,Jimenez,vdelgado@example.com,0912622144,USA,New York,41,Male,4.0,15.0,28.8,7.0,80.4,3.0,9.0,153.84,43.0,57.9,2.8,9.6,6.0,1.0,38.6,19.9,1.0,1252.45,0.0,0,Q3
4610,Jacob Daniels,Laura,Silva,judycox@example.com,0585487604,Japan,Tokyo,40,Male,2.3,11.0,40.8,8.8,58.4,5.0,13.0,10.7,13.0,21.3,1.9,15.8,3.0,4.0,56.6,16.1,1.0,1351.73,2366.0,0,Q2
4611,Valerie Reed,Eric,Marshall,sarahmolina@example.org,0738415748,UK,Glasgow,26,Female,6.0,22.0,39.9,13.9,33.2,5.0,14.0,121.32,14.0,78.5,5.2,42.9,6.0,2.0,41.6,37.8,4.0,1603.38,4221.0,0,Q1
4612,David Moran,Stephanie,Williams,elaineyoung@example.org,0559791150,Germany,Cologne,47,Female,2.4,11.0,25.5,8.0,62.5,1.0,16.0,121.75,6.0,1.6,8.7,23.7,10.0,3.0,17.8,13.5,2.0,2221.03,2203.0,1,Q3
4613,Joshua Martin,Rebecca,Lee,nware@example.com,0556305821,USA,Los Angeles,50,Female,4.6,17.0,40.7,11.9,44.1,5.0,19.0,115.64,5.0,21.9,11.2,29.2,4.0,5.0,39.7,27.4,2.0,256.83,2716.0,0,Q3
4614,Sarah Edwards,Nancy,Bell,jasonholloway@example.org,0756581696,USA,Los Angeles,28,Female,4.8,12.0,33.3,11.5,53.2,6.0,12.0,94.58,89.0,60.6,2.2,36.8,7.0,3.0,35.5,22.0,3.0,920.49,1926.0,0,Q1
4615,Molly Norris DDS,Jamie,Fields,webbtimothy@example.com,0328361176,USA,Houston,42,Female,5.5,20.0,24.1,9.1,64.4,5.0,7.0,11.02,1.0,16.3,6.8,9.6,6.0,6.0,19.9,13.2,2.0,639.29,167.0,0,Q2
4616,Ian Ward,James,Hoover,ginalynch@example.net,0749724240,Canada,Montreal,26,Female,1.3,0.0,13.9,7.1,69.4,1.0,7.0,55.88,15.0,17.7,0.1,0.0,5.0,1.0,8.6,9.2,2.0,387.84,1880.0,1,Q1
4617,James Gates,Adrian,Stephens,beckpatricia@example.org,0593385555,Japan,Kyoto,51,Female,1.7,3.0,19.9,6.2,51.1,5.0,7.0,175.75,62.0,12.3,5.2,27.4,7.0,2.0,24.6,10.9,1.0,1017.27,4318.0,0,Q2
4618,Maria Nguyen,Carolyn,Arroyo,ana55@example.org,0907121365,Germany,Cologne,28,Female,6.5,15.0,22.6,8.6,44.7,6.0,14.0,84.82,70.0,10.6,5.8,15.1,11.0,0.0,4.2,9.3,4.0,1215.74,1039.0,0,Q3
4619,Cindy Rodriguez,Holly,Baker,nmadden@example.com,0536075336,USA,New York,49,Other,3.4,14.0,43.2,16.4,30.0,10.0,22.1,137.08,2.0,19.8,7.8,38.2,2.0,6.0,68.0,24.6,3.0,2294.71,3564.0,0,Q4
4620,Benjamin Fisher,Rachel,Bennett,robert68@example.net,0913872445,Canada,Calgary,31,Male,3.0,1.0,13.8,1.9,78.9,1.0,9.1,111.53,2.0,45.0,1.2,0.0,6.0,1.0,0.5,2.6,2.0,662.68,1906.0,1,Q4
4621,Jose Rodriguez,Nathan,Ali,williammarshall@example.org,0378680549,USA,New York,48,Male,3.8,14.0,12.5,3.8,68.7,5.0,12.0,169.36,12.0,28.4,4.0,16.7,3.0,3.0,15.6,14.8,1.0,1731.03,773.0,0,Q2
4622,Jennifer Rios,Gregory,Miller,acook@example.org,0310535598,USA,Los Angeles,36,Male,1.3,9.0,28.1,5.8,66.8,3.0,11.0,103.06,20.0,14.9,5.4,18.8,7.0,2.0,4.9,25.4,1.0,1322.57,693.0,0,Q2
4623,Mike Best,Natalie,Robles,amanda32@example.net,0868686639,USA,Houston,33,Male,0.9,22.0,45.1,13.5,36.1,11.0,19.0,178.68,35.0,62.2,6.8,49.8,4.0,3.0,41.4,33.9,3.0,3270.79,3489.0,0,Q3
4624,Emily Aguirre,Anthony,Dunn,joshuarasmussen@example.com,0891029133,Canada,Montreal,27,Male,3.3,6.0,31.3,9.0,58.5,2.0,13.0,112.26,87.0,28.1,4.1,15.7,4.0,4.0,20.6,14.6,1.0,1515.85,0.0,0,Q1
4625,Dawn Salazar,Timothy,Oneill,mezadouglas@example.com,0529607175,UK,Glasgow,31,Male,6.6,22.0,34.0,14.5,46.3,6.0,20.0,125.36,26.0,35.0,5.1,22.4,5.0,7.0,42.0,24.9,2.0,2381.12,2115.0,0,Q1
4626,Brooke Avila MD,David,Dunn,brandycook@example.com,0783150251,Canada,Calgary,18,Male,4.8,11.0,22.8,5.8,48.8,2.0,10.0,187.56,4.0,45.1,1.2,7.0,4.0,3.0,30.3,16.3,3.0,1560.65,2782.0,0,Q1
4627,Maria Bauer,John,Long,michaelbernard@example.com,0834248064,India,Mumbai,53,Male,5.6,21.0,43.9,13.3,40.3,4.0,15.0,137.78,22.0,29.3,6.5,40.9,4.0,6.0,44.6,31.8,3.0,2252.53,3419.0,0,Q3
4628,George Hickman DDS,Marie,Hernandez,bsmith@example.com,0962197747,USA,Houston,51,Female,4.2,11.0,24.6,8.3,63.2,4.0,13.0,182.24,26.0,68.6,4.6,18.8,5.0,2.0,0.0,18.7,3.0,2292.75,0.0,0,Q2
4629,David Stephens,Anthony,Phillips,debra72@example.com,0748135151,USA,Houston,18,Male,0.8,18.0,22.7,9.4,48.2,8.0,11.0,127.04,7.0,20.8,4.5,24.8,8.0,3.0,40.2,14.4,1.0,1246.13,694.0,1,Q2
4630,Brooke Cole,Maria,Ward,ehutchinson@example.com,0975516365,Australia,Perth,50,Female,2.4,6.0,21.2,6.8,52.6,1.0,11.0,137.55,23.0,11.7,7.7,25.1,6.0,1.0,29.2,17.9,1.0,1448.71,2493.0,0,Q3
4631,Andrew Stevens,Michelle,Nguyen,haynesglenn@example.com,0803399611,USA,Los Angeles,40,Male,3.0,20.0,43.7,14.7,32.9,10.0,18.0,122.82,36.0,6.5,2.6,50.6,1.0,6.0,49.6,34.3,1.0,2254.88,4036.0,0,Q1
4632,Amy Rich,Christian,Kelly,robertparker@example.org,0742384798,France,Marseille,43,Female,0.4,15.0,34.0,9.4,52.7,3.0,14.0,90.48,31.0,20.4,7.3,0.0,4.0,3.0,19.1,24.2,3.0,1397.28,3437.0,0,Q1
4633,Mary Hawkins,Megan,Watson,mooremelissa@example.org,0838069649,USA,Los Angeles,39,Male,4.6,21.0,43.8,13.9,48.2,5.0,22.0,200.61,39.0,31.5,4.8,29.6,3.0,7.0,66.9,27.1,4.0,395.63,1334.0,0,Q2
4634,Samantha Ramirez,David,Brown,thomasstevens@example.org,0349926692,UK,Glasgow,33,Male,1.3,10.0,24.7,14.5,50.9,10.0,11.0,192.59,30.0,51.8,9.5,24.1,6.0,5.0,34.2,13.4,1.0,1773.13,2177.0,0,Q2
4635,Robert Jennings,Lisa,Hill,amygilbert@example.com,0893330607,France,Paris,25,Female,2.3,6.0,25.5,7.9,59.8,6.0,10.0,69.27,29.0,22.6,5.3,41.3,9.0,1.0,39.9,22.7,2.0,827.06,1980.0,0,Q3
4636,Chad Guerrero,Ashley,Bruce,douglassabrina@example.org,0939601362,USA,Phoenix,21,Female,2.6,10.0,13.0,6.1,65.4,3.0,8.0,88.26,1.0,40.9,3.0,0.0,3.0,1.0,3.3,8.3,1.0,66.5,377.0,0,Q3
4637,David Becker,Jerry,Lawrence,hernandezbrian@example.org,0818118204,UK,Birmingham,22,Female,1.5,4.0,22.2,5.5,79.2,2.0,8.0,76.66,12.0,75.5,1.6,8.3,4.0,4.0,19.3,15.5,5.0,673.72,2806.0,1,Q3
4638,Mary Ruiz,Laurie,Ortiz,lbrown@example.org,0373385209,USA,Houston,46,Male,0.8,1.0,29.0,4.8,64.4,4.0,9.0,104.42,14.0,12.1,4.2,14.5,7.0,3.0,32.4,17.8,2.0,875.21,1571.0,0,Q3
4639,Daniel Taylor,Charles,Walton,amandawilliams@example.net,0598526012,Germany,Berlin,33,Male,2.9,25.0,33.6,14.7,32.5,11.0,16.0,19.36,0.0,24.4,5.2,22.4,5.0,1.0,75.1,42.3,5.0,3070.67,2633.0,0,Q1
4640,Amber Davidson,Amy,Johnson,wongrobert@example.com,0549586667,USA,Houston,22,Male,1.7,2.0,25.1,10.1,65.5,3.0,9.0,133.14,13.0,52.0,3.8,7.6,9.0,1.0,9.5,13.9,3.0,1373.55,2174.0,0,Q3
4641,Sean Rodriguez,Larry,Adams,jbrennan@example.net,0558587287,UK,Leeds,19,Female,2.9,16.0,49.6,14.2,20.6,3.0,16.0,123.26,11.0,68.6,0.7,47.6,4.0,3.0,73.2,31.5,2.0,1969.41,4570.0,0,Q1
4642,Lawrence Lawson,Benjamin,Richardson,drodriguez@example.net,0325338621,Australia,Perth,26,Female,5.0,17.0,13.3,13.9,56.5,4.0,9.0,143.93,2.0,59.4,10.1,30.0,3.0,2.0,13.7,12.8,1.0,1519.14,2019.0,0,Q2
4643,Gina Johnson,Stephanie,Johnson,matthew70@example.org,0780213577,Canada,Calgary,26,Male,4.3,26.0,33.5,12.5,45.7,7.0,21.0,146.39,0.0,29.7,3.4,40.0,4.0,4.0,46.4,25.9,5.0,2818.77,2312.0,0,Q1
4644,Gabrielle Leonard,Christopher,Rhodes,llee@example.net,0788260754,France,Paris,34,Male,1.3,15.0,28.3,11.5,60.9,0.0,8.0,85.96,21.0,34.9,2.0,7.7,3.0,3.0,41.5,13.8,1.0,560.01,1965.0,1,Q1
4645,Thomas Rodriguez,Stacey,Smith,joshuaroberts@example.net,0835824570,UK,Glasgow,18,Female,2.8,13.0,11.1,6.5,100.0,0.0,5.2,189.93,6.0,58.2,1.6,0.0,8.0,0.0,6.1,14.6,4.0,746.95,1351.0,1,Q4
4646,Michelle Munoz,Kerry,Patton,donaldlopez@example.net,0879249973,Canada,Montreal,21,Male,4.3,21.0,37.7,8.9,42.2,9.0,22.1,137.93,67.0,16.8,1.1,8.4,7.0,6.0,40.6,28.3,3.0,2011.98,2814.0,1,Q4
4647,Robin Anderson,Calvin,Morrison,herrerarobin@example.com,0761122100,USA,Phoenix,36,Male,6.7,10.0,24.5,10.1,65.5,2.0,9.0,99.84,17.0,48.1,2.0,0.0,7.0,1.0,62.6,20.1,2.0,1018.43,1746.0,0,Q3
4648,Darrell Maynard,Alexander,Collier,adamsbrett@example.org,0955720976,Canada,Calgary,31,Male,2.9,7.0,26.1,7.9,57.5,4.0,11.0,133.05,40.0,81.5,3.0,0.6,10.0,1.0,21.6,11.0,5.0,1216.75,2063.0,0,Q1
4649,Steven Gonzales,Robert,Morrison,fullerjose@example.net,0715776902,USA,Houston,26,Male,5.2,10.0,7.6,6.1,64.9,2.0,8.0,131.12,36.0,14.5,10.4,1.6,9.0,0.0,14.2,10.7,1.0,118.86,473.0,1,Q2
4650,Allen Jones,Matthew,Jackson,zrichard@example.com,0302251683,USA,Los Angeles,28,Female,3.2,5.0,24.6,11.8,53.7,5.0,13.0,106.48,41.0,52.4,7.1,17.1,3.0,2.0,36.7,18.9,2.0,1477.43,1520.0,0,Q2
4651,Leslie Jones,Hannah,Kirk,kbaxter@example.org,0869738659,Japan,Osaka,41,Male,2.8,21.0,28.2,10.4,58.2,2.0,15.0,92.22,4.0,69.6,1.3,15.9,2.0,3.0,38.4,27.8,3.0,1464.29,3460.0,0,Q1
4652,William Mejia,Katherine,Henry,luisjones@example.org,0824093082,Canada,Ottawa,33,Male,7.8,9.0,23.9,6.8,52.5,3.0,15.0,183.27,23.0,11.1,8.1,18.1,4.0,2.0,13.4,18.0,1.0,2379.78,3091.0,0,Q1
4653,Christopher Powell,Jessica,Meyer,derekschaefer@example.com,0757716952,Australia,Brisbane,28,Male,2.4,9.0,27.8,9.6,58.1,9.0,12.0,48.04,46.0,38.0,10.0,5.0,2.0,3.0,12.0,15.6,2.0,592.86,2383.0,0,Q3
4654,Kenneth Grant,Thomas,Hughes,davissabrina@example.net,0373034151,USA,Houston,36,Female,5.8,12.0,35.2,14.2,46.3,5.0,12.0,147.17,11.0,64.0,0.2,27.4,2.0,5.0,28.3,23.7,2.0,1880.08,3024.0,0,Q3
4655,Brittany Kirby,Ronald,Williams,mbell@example.com,0795338129,France,Nice,34,Male,3.1,8.0,16.7,6.0,67.5,6.0,5.0,108.54,54.0,43.0,16.4,21.3,10.0,0.0,6.6,15.1,4.0,576.84,607.0,1,Q1
4656,Dana Obrien,Natalie,Jackson,john95@example.org,0862715648,USA,Phoenix,35,Female,2.6,0.0,21.2,2.9,75.3,2.0,3.9,66.64,11.0,64.8,10.8,15.3,10.0,1.0,0.0,14.3,2.0,193.35,1683.0,1,Q4
4657,Cody Martinez,Christina,Lopez,tblair@example.net,0983414560,India,Hyderabad,40,Male,0.9,2.0,21.9,2.0,55.2,2.0,5.0,95.86,11.0,32.3,8.1,22.8,6.0,1.0,18.0,9.8,1.0,450.68,894.0,0,Q1
4658,Amy Carson,Garrett,Robinson,lauren65@example.net,0864792327,Australia,Sydney,40,Male,5.2,8.0,35.4,13.7,57.5,6.0,18.0,132.95,60.0,52.7,6.3,34.1,2.0,5.0,68.1,23.4,3.0,1998.52,1332.0,0,Q3
4659,Benjamin Rogers,Mckenzie,West,cdonaldson@example.org,0912098378,USA,Phoenix,50,Male,0.2,14.0,15.3,8.2,63.3,5.0,7.0,53.85,11.0,41.9,14.9,29.7,8.0,1.0,15.8,15.4,1.0,315.27,3039.0,0,Q1
4660,James Compton,Amanda,Smith,ogallagher@example.net,0828992158,France,Marseille,26,Female,2.0,2.0,26.4,9.8,56.5,6.0,9.0,46.66,20.0,12.9,3.4,10.6,3.0,2.0,8.9,18.4,1.0,372.45,1390.0,0,Q1
4661,Sheena Hernandez,Jennifer,Rose,lesliewilson@example.net,0799778372,India,Chennai,18,Female,6.5,26.0,42.5,16.9,40.9,7.0,18.0,73.53,25.0,48.4,0.5,39.6,3.0,8.0,37.3,35.1,2.0,1412.06,2680.0,0,Q2
4662,Erika Cisneros,Bryan,Chavez,robert76@example.org,0502953203,Germany,Berlin,36,Female,4.1,10.0,26.3,7.9,52.3,3.0,9.0,83.99,65.0,68.8,2.0,16.7,6.0,3.0,34.0,21.8,2.0,632.87,1495.0,1,Q1
4663,Thomas Adams,Amber,Brown,stephenfisher@example.net,0362201340,Germany,Hamburg,33,Female,7.9,12.0,3.1,5.6,74.2,2.0,15.0,120.68,15.0,71.5,12.9,15.7,6.0,1.0,18.9,11.6,3.0,1803.84,1165.0,0,Q1
4664,Brooke Martinez,Alison,Evans,michaelcastro@example.org,0708156531,Japan,Kyoto,66,Male,4.7,7.0,33.8,6.5,52.6,6.0,22.0,155.42,63.0,30.6,5.0,37.0,3.0,2.0,32.6,27.9,1.0,404.22,2537.0,0,Q2
4665,Tonya Wade,Raymond,Jacobs,harmonshelly@example.net,0553825381,USA,Phoenix,22,Male,5.7,8.0,15.6,5.6,55.3,0.0,10.0,74.42,28.0,49.8,11.5,8.6,8.0,0.0,27.4,16.9,1.0,660.15,936.0,0,Q3
4666,Kenneth Huffman,James,Brewer,vasquezscott@example.org,0587633146,USA,Los Angeles,46,Female,4.8,9.0,16.3,9.9,64.6,2.0,5.0,76.78,4.0,8.4,1.7,0.9,6.0,1.0,9.2,22.4,2.0,326.65,555.0,0,Q1
4667,Christopher Ashley,Kelly,Jones,cruzkim@example.net,0362113812,India,Chennai,34,Male,4.0,27.0,43.7,15.7,36.2,9.0,21.0,10.4,19.0,53.1,6.5,46.2,2.0,7.0,74.2,37.4,2.0,1957.37,3519.0,0,Q3
4668,Tiffany Miller,John,Robbins,lkaiser@example.org,0977242356,Australia,Adelaide,37,Female,5.5,23.0,38.3,10.1,40.2,11.0,17.0,166.82,40.0,18.5,2.1,22.9,2.0,2.0,34.5,28.3,1.0,2908.74,4583.0,0,Q2
4669,Alexandra Marshall,Jared,Taylor,thompsonbrenda@example.net,0325171137,UK,Birmingham,41,Female,2.5,6.0,14.2,4.5,75.9,4.0,7.0,122.48,10.0,32.8,12.9,6.6,8.0,0.0,18.4,21.0,1.0,782.03,2123.0,1,Q3
4670,Jeremy Lopez,Bradley,Gill,robin47@example.org,0836197392,India,Mumbai,44,Male,2.7,10.0,11.8,5.7,78.4,2.0,8.0,14.43,37.0,7.5,6.8,3.6,7.0,1.0,24.8,14.3,1.0,973.15,788.0,1,Q3
4671,Dillon Hall,Sandra,Pierce,uthomas@example.org,0947132958,USA,Phoenix,20,Female,1.9,8.0,27.5,8.8,43.8,2.0,19.0,106.68,46.0,19.1,1.4,24.8,4.0,3.0,40.7,12.7,2.0,165.95,2026.0,1,Q1
4672,Steven Roberts,Brandy,Hawkins,hodgesalexander@example.org,0714583515,Canada,Montreal,38,Female,2.0,19.0,32.4,12.3,58.7,3.0,14.0,68.16,43.0,55.3,2.5,30.6,4.0,3.0,36.3,23.5,1.0,1069.18,2206.0,0,Q1
4673,Veronica Bailey,Charles,Carrillo,webbjudith@example.org,0322738960,Japan,Yokohama,25,Female,1.6,1.0,18.4,4.5,66.7,3.0,4.0,146.37,31.0,89.8,15.5,16.1,8.0,0.0,11.9,9.8,5.0,693.67,449.0,1,Q3
4674,Laura Wolf,Marissa,Barrett,laurenhanna@example.com,0908979237,Australia,Sydney,33,Male,0.1,12.0,23.3,5.0,74.9,1.0,18.0,122.71,7.0,72.8,7.8,13.2,10.0,2.0,3.5,15.9,3.0,1910.97,180.0,1,Q1
4675,Susan Reese,Tony,Blair,millersamuel@example.net,0767030299,USA,Houston,40,Male,1.6,10.0,24.4,9.6,58.8,2.0,12.0,46.85,17.0,42.9,0.9,1.4,4.0,1.0,36.7,21.0,2.0,535.83,2632.0,0,Q2
4676,Veronica Hall,Michael,Lee,brettblake@example.net,0554346739,India,Delhi,25,Male,1.4,10.0,31.2,7.4,51.6,4.0,12.0,157.39,2.0,48.4,7.1,21.6,4.0,4.0,27.3,25.5,2.0,2148.96,2164.0,0,Q1
4677,Nathan Brown,Jose,Murillo,swilson@example.net,0912570355,Germany,Munich,21,Male,3.8,20.0,37.0,10.5,53.8,8.0,15.0,11.95,7.0,15.3,6.2,39.7,3.0,1.0,51.0,35.0,2.0,1812.78,2495.0,1,Q2
4678,Anthony Berry,Ashley,Baldwin,michael97@example.com,0545680635,Germany,Hamburg,34,Male,1.6,14.0,25.3,11.8,52.4,5.0,12.0,7.81,30.0,38.6,1.0,23.8,4.0,1.0,38.3,24.6,3.0,1119.38,1971.0,0,Q2
4679,Jessica Yates,Jessica,White,pricekevin@example.net,0808966320,France,Nice,41,Female,3.5,17.0,17.8,8.3,78.3,6.0,15.6,151.72,46.0,117.6,15.2,12.5,6.0,0.0,5.0,13.5,1.0,2167.97,3218.0,1,Q4
4680,Mary Atkinson,Steve,Barton,fperez@example.com,0796936925,Canada,Vancouver,49,Male,2.9,21.0,30.1,8.3,73.1,3.0,13.0,87.08,35.0,11.9,1.7,22.3,7.0,2.0,41.4,21.4,1.0,1105.35,2457.0,0,Q3
4681,Natasha Mullins,Douglas,Palmer,chapmanjose@example.org,0964275496,India,Mumbai,48,Female,2.7,18.0,21.3,8.8,52.2,8.0,12.0,190.69,3.0,14.9,3.0,16.7,3.0,3.0,27.9,28.7,2.0,2329.26,2718.0,0,Q3
4682,Rebecca Hall,Christine,Cooper,kvance@example.net,0328393988,USA,Los Angeles,39,Female,1.8,15.0,28.5,11.3,51.7,6.0,14.0,155.74,9.0,25.7,4.4,16.3,4.0,0.0,13.7,21.1,1.0,229.63,1649.0,0,Q2
4683,Keith Schultz,Amanda,Rodriguez,kellerpaul@example.net,0596186397,UK,Leeds,20,Female,5.4,13.0,32.7,9.7,56.1,3.0,10.0,85.92,9.0,29.7,8.0,15.2,6.0,1.0,23.0,16.0,3.0,871.89,1178.0,1,Q3
4684,Sierra Bryant,Danielle,Mccoy,wchandler@example.net,0980818931,UK,Birmingham,37,Male,5.4,6.0,12.8,5.5,66.9,4.0,7.0,77.37,9.0,49.2,3.5,18.9,7.0,4.0,6.9,26.7,1.0,505.31,1601.0,0,Q1
4685,Morgan Lewis,Heather,Arroyo,duarteelizabeth@example.net,0555807246,Germany,Frankfurt,63,Female,1.6,0.0,12.7,4.6,71.0,1.0,15.0,155.88,28.0,17.7,17.1,0.0,6.0,1.0,3.5,11.8,4.0,2027.45,0.0,1,Q3
4686,John Edwards,Ronald,Adkins,diane59@example.com,0883814214,UK,Glasgow,40,Female,3.0,10.0,15.7,7.5,69.3,2.0,6.0,111.97,25.0,38.4,13.2,17.3,9.0,0.0,2.4,10.1,2.0,760.72,2701.0,1,Q1
4687,Rachel Gregory,Kelsey,Brown,leecheryl@example.com,0794464505,Germany,Cologne,33,Male,2.5,0.0,16.8,2.6,73.4,1.0,8.0,187.48,5.0,45.9,5.1,10.2,8.0,0.0,6.2,8.7,1.0,1420.15,1170.0,0,Q1
4688,Mario Pham,Michelle,Lara,ericarivera@example.com,0821464419,India,Mumbai,39,Female,4.6,4.0,15.1,2.4,75.4,0.0,7.0,107.06,8.0,55.5,5.5,2.9,8.0,2.0,0.0,6.8,3.0,861.95,235.0,1,Q3
4689,Beth Lee,Jennifer,Kane,woodmolly@example.com,0393417349,Germany,Frankfurt,39,Female,3.5,25.0,49.1,12.6,36.3,9.0,16.0,126.44,16.0,55.2,9.4,45.8,3.0,6.0,40.6,36.3,1.0,2181.66,2456.0,1,Q3
4690,Joanna Hudson,Randall,Lynch,clarkjanet@example.org,0954884744,Australia,Adelaide,22,Male,1.7,6.0,22.0,8.9,62.9,1.0,11.0,129.04,45.0,67.5,1.1,1.2,4.0,1.0,36.9,11.1,4.0,1434.95,700.0,0,Q2
4691,Michelle Perry,Edward,Craig,andersonphillip@example.net,0887491748,Germany,Cologne,48,Female,1.0,15.0,42.7,9.8,29.4,10.0,13.0,123.13,21.0,52.7,1.2,25.7,7.0,4.0,21.8,23.5,3.0,1895.35,2950.0,1,Q1
4692,Kimberly Tran,Nicole,Costa,mvaughn@example.com,0573653936,USA,Phoenix,39,Female,4.5,0.0,1.1,7.8,83.8,0.0,2.0,115.53,6.0,18.4,13.6,0.0,5.0,0.0,7.0,16.1,1.0,254.41,106.0,1,Q3
4693,Michael Casey,Joyce,Baker,mcintyrechristine@example.org,0384251161,UK,Manchester,39,Male,1.0,11.0,24.9,13.8,67.6,1.0,8.0,11.15,61.0,40.3,8.6,0.0,8.0,5.0,13.0,19.6,2.0,804.38,2521.0,1,Q1
4694,Judy Murphy,Charles,Ballard,craigwilliam@example.com,0894107184,Canada,Toronto,37,Male,1.7,8.0,29.4,8.6,81.3,3.0,12.0,61.48,34.0,25.5,6.7,16.2,5.0,5.0,34.4,21.3,4.0,643.56,2374.0,0,Q2
4695,Austin Small,Alexander,Davis,allisonromero@example.com,0819382800,USA,Los Angeles,35,Female,0.4,9.0,40.1,6.0,56.5,5.0,13.0,68.13,31.0,15.6,10.3,15.2,8.0,3.0,43.2,19.2,2.0,916.32,2789.0,0,Q3
4696,Richard Johnson,Whitney,Lopez,icrawford@example.com,0933409371,USA,Los Angeles,18,Female,2.7,20.0,19.8,9.7,50.6,12.0,10.0,93.22,4.0,16.5,7.4,8.8,5.0,3.0,37.9,19.4,2.0,1043.37,1426.0,1,Q3
4697,Lori Allen,Sandra,Williams,robinsonpeter@example.com,0584682513,USA,New York,42,Male,1.0,5.0,33.3,6.5,47.0,1.0,16.0,68.89,22.0,54.7,9.5,16.7,10.0,1.0,15.2,15.7,1.0,1184.46,766.0,0,Q3
4698,George Mcgee,Aaron,Turner,ihughes@example.com,0540993911,UK,London,36,Female,4.6,12.0,17.8,5.8,65.9,1.0,7.0,125.06,0.0,3.8,2.8,25.8,10.0,1.0,32.2,9.5,3.0,946.46,715.0,0,Q3
4699,Logan Mccarthy,James,Roberts,jason91@example.net,0789393624,UK,Manchester,37,Male,1.8,26.0,32.5,14.4,44.7,8.0,24.0,128.32,40.0,34.7,12.4,28.9,0.0,4.0,45.3,28.8,3.0,2930.51,1974.0,0,Q3
4700,David Wyatt,Kurt,Mckinney,williamsstephanie@example.net,0324980162,Canada,Calgary,59,Female,3.6,11.0,21.5,5.3,84.8,1.0,6.0,123.91,6.0,57.3,2.2,16.8,9.0,3.0,41.6,17.1,2.0,599.02,1754.0,0,Q1
4701,Christopher Smith,Lance,Shannon,andreathomas@example.com,0847322621,France,Marseille,21,Male,6.4,11.0,17.4,6.4,71.1,1.0,5.0,164.92,10.0,60.4,4.7,0.1,7.0,0.0,42.9,3.5,1.0,743.83,1661.0,0,Q1
4702,Brenda Daniels,Louis,Rodriguez,josephmiller@example.org,0773819103,India,Chennai,19,Male,1.7,13.0,27.4,7.9,67.2,3.0,12.0,68.28,18.0,9.9,2.8,44.4,6.0,3.0,12.0,8.3,2.0,781.04,2190.0,1,Q2
4703,Jordan Garza,William,Garza,randallcantrell@example.com,0792710661,UK,Manchester,51,Female,2.2,15.0,41.8,11.2,53.1,6.0,17.0,104.91,5.0,19.7,4.8,36.5,5.0,5.0,85.5,31.1,4.0,1956.35,3708.0,0,Q3
4704,Alexa Preston,Lisa,Gilbert,crawfordsharon@example.net,0542228187,USA,Phoenix,52,Female,1.9,4.0,25.1,5.6,73.8,2.0,5.0,11.1,1.0,86.3,4.2,12.4,8.0,1.0,9.1,13.6,4.0,645.17,2119.0,0,Q2
4705,Ashley Cook,Cynthia,Lynn,charlesfoster@example.com,0863208771,France,Nice,36,Male,1.2,12.0,24.4,12.1,33.6,6.0,14.0,81.04,13.0,42.5,6.9,14.5,2.0,6.0,47.8,26.7,1.0,980.61,1776.0,0,Q1
4706,Eric Lee,Joshua,Hurst,jacobbruce@example.com,0330498233,USA,Los Angeles,45,Female,1.0,12.0,23.5,8.2,66.5,4.0,13.0,99.47,8.0,20.6,7.3,12.0,3.0,2.0,28.0,25.7,1.0,1499.86,4559.0,1,Q1
4707,Kelly Bass,Jason,Hughes,katie11@example.net,0707154231,UK,Leeds,28,Male,5.3,5.0,35.3,12.7,53.8,10.0,15.6,13.54,41.0,115.2,2.6,18.0,5.0,1.0,54.1,22.0,3.0,1845.08,3426.0,0,Q4
4708,Ronald Gomez,Tina,Lewis,cgarcia@example.net,0809360183,India,Chennai,41,Male,1.3,26.0,36.5,13.0,57.2,8.0,18.0,147.82,28.0,13.8,7.6,28.3,5.0,3.0,63.6,32.0,3.0,2591.53,4024.0,0,Q2
4709,Shawn Schaefer,Chad,Morris,rachelkirby@example.net,0921099914,USA,Houston,48,Male,3.2,23.0,37.6,8.7,37.3,4.0,14.0,12.55,23.0,28.5,9.6,21.9,5.0,2.0,25.0,27.9,3.0,1772.66,2658.0,0,Q2
4710,Derek Mitchell,Megan,Adams,turnerjames@example.org,0973098026,UK,Manchester,33,Female,5.4,6.0,26.7,9.8,45.0,4.0,20.0,7.28,49.0,18.8,5.2,31.7,3.0,2.0,14.1,19.3,3.0,1227.15,1506.0,0,Q3
4711,Michael Bird,Christine,Hughes,andersensean@example.com,0769375524,India,Delhi,41,Male,0.5,14.0,22.3,4.3,61.1,6.0,9.0,126.64,6.0,12.7,11.9,27.2,4.0,5.0,0.0,25.4,3.0,935.61,1336.0,0,Q1
4712,Jasmine Dean,Samantha,Edwards,danielayers@example.net,0703409925,Germany,Hamburg,18,Female,1.6,8.0,29.0,5.6,54.3,3.0,15.0,8.15,27.0,57.6,5.7,6.1,3.0,2.0,25.2,10.9,3.0,1295.31,3606.0,0,Q1
